"lgr_id","rep","c13_co2_permil","sd","licor_id","co2_ppm","ch4_ppm"
"A1: ambient A",NA,-19.3582566666667,3.55438821179449,"A1: ambient A",1358.44,1.55805000000001
"A1: ambient B",NA,-17.6908845,1.63152285999268,"A1: ambient B",1344.52,1.96146999999999
"A2: ambient",NA,-22.0592455555556,0.745311138544103,"A2: ambient",609.394,1.482513
"A3: ambient",NA,-24.8805295,0.490338625489677,"A3: ambient",595.060000000001,1.03498
"A4: ambient",NA,-25.662364375,0.491080852039238,"A4: ambient",584.43,1.36651
"A5: ambient",NA,-21.13065,1.58289506183083,"A5: ambient",705.9,1.08613
"A6: ambient",NA,-25.0099583333333,0.850906131694844,"A6: ambient",634.989999999999,1.77098000000001
"1: t-zero",NA,660.44690625,15.364349969609,"1: t-zero",19024.11,1.51613999999999
"2: t-zero",NA,759.664735294118,12.8328406558593,"2: t-zero",22197.04,1.29802
"3: t-zero",NA,755.757829411765,12.9757186433818,"3: t-zero",21537.18,1.73326000000001
"4: t-zero",NA,778.687894444444,25.3530594365551,"4: t-zero",25418.75,1.50796999999999
"5: t-zero",NA,822.817131578947,14.2457409144727,"5: t-zero",21824.5,1.42321
"6: wetting",NA,384.132773333333,6.82350284515288,"6: wetting",10984.86,1.26666999999999
"7: wetting",NA,708.207723529412,7.66599455195878,"7: wetting",19219.08,1.69419000000001
"8: wetting",NA,743.231216666667,23.9020621561318,"8: wetting",19095.28,1.6
"9: wetting",NA,726.940252941176,10.4780781602065,"9: wetting",21841.95,1.70621
"10: wetting",NA,518.393755555556,7.59383830531834,"10: wetting",14867.76,1.24199000000001
"11: drying",NA,-22.919658125,0.854233388243273,"11: drying",693.35,0.63554
"12: drying",NA,-21.1200222222222,1.090886474228,"12: drying",685.22,1.1571
"13: drying",NA,-26.745449375,0.654663644746611,"13: drying",989.130000000001,1.30497000000001
"14: drying",NA,-19.4384433333333,1.47104547902264,"14: drying",805.219999999998,1.08487000000001
"15: drying",NA,-23.9232694736842,0.787770618295521,"15: drying",623.43,1.27344000000001
"16: d-rewetting",NA,573.802905555556,2.94479747380564,"16: d-rewetting",23516.63,1.97653
"17: d-rewetting",NA,511.507966666667,5.03795467648856,"17: d-rewetting",24438.65,1.59477
"18: d-rewetting",NA,630.6063,13.3430890936535,"18: d-rewetting",22155.25,1.47525
"19: d-rewetting",NA,581.278333333333,12.3438827012078,"19: d-rewetting",23610.27,1.8441
"20: d-rewetting",NA,655.788005555556,7.50925981716787,"20: d-rewetting",22614.07,1.750065
"21: t-zero",NA,-23.8552727777778,0.623140874779726,"21: t-zero",27189.61,1.53842000000001
"22: t-zero",NA,-23.7775442105263,1.01869571451448,"22: t-zero",16293.22,1.30398
"23: t-zero",NA,-26.5373705882353,0.536390799353309,"23: t-zero",22022.97,1.56763
"24: t-zero",NA,-23.6402016666667,0.606524074448241,"24: t-zero",21178.13,1.55045999999999
"25: t-zero",NA,-23.0710315,0.640316101569537,"25: t-zero",24752.44,1.78213
"26: wetting A",NA,-25.0166282608696,0.256113818619276,"26: wetting A",22043.02,1.65348000000001
"26: wetting B",NA,-26.1154579310345,0.48591644736944,"26: wetting B",22033.84,1.54608
"27: wetting",NA,-17.870236,0.327004990192863,"27: wetting",19004.08,1.23855
"28: wetting",NA,-25.786156,0.462236699440311,"28: wetting",21470.34,1.50145
"29: wetting",NA,-23.7716394117647,0.560167146980152,"29: wetting",27245.65,1.62031
"30: wetting",NA,-25.0175776470588,0.405455749366213,"30: wetting",22599.83,1.56263000000001
"31: d-rewetting A",NA,-25.25625,0.657640024387904,"31: d-rewetting A",29401.29,1.58010999999999
"31: d-rewetting B",NA,-26.8519961538462,0.383383057931587,"31: d-rewetting B",27557.56,1.38843
"32: d-rewetting",NA,-24.6328022222222,0.434811971350911,"32: d-rewetting",22729.08,1.62372999999999
"33: d-rewetting",NA,-23.642910625,0.328829934007814,"33: d-rewetting",24747.87,1.81187
"34: d-rewetting",NA,-24.5941129411765,0.407065392900279,"34: d-rewetting",22394.55,1.55334
"35: d-rewetting",NA,-19.7409027777778,1.76011621766293,"35: d-rewetting",24444.84,1.59391000000001
"36: t-zero",NA,-23.6925516666667,0.920270567657719,"36: t-zero",18735.199,1.66870000000001
"37: t-zero",NA,-6.54577500000001,1.76899128114888,"37: t-zero",12639.84,1.2884
"38: t-zero",NA,-17.7016652941177,1.63720247788384,"38: t-zero",17615.27,1.6771
"39: t-zero",NA,-12.879161875,1.67223038415253,"39: t-zero",15917.21,1.71287
"40: t-zero",NA,-25.1225090909091,0.944032329228767,"40: t-zero",27515.32,1.37674000000001
"41: wetting A",NA,1600.1368,13.5872044822364,"41: wetting A",27435.6,1.8206
"41: wetting B",NA,1595.62825,8.64622555238015,"41: wetting B",21886.82,1.31162999999999
"42: wetting",NA,1713.0595,21.8329210684771,"42: wetting",17439.68,1.71160000000001
"43: wetting",NA,1728.08183333333,18.1247625031093,"43: wetting",23171.96,1.54162
"44: wetting",NA,1851.68153333333,6.94817180339717,"44: wetting",24054.95,1.72666
"45: wetting",NA,1672.10464705882,22.6323825578008,"45: wetting",27188.97,1.35823999999999
